-0.9	-0.9	-0.9	3.53
-0.9	-0.9	-0.7	3.54
-0.9	-0.9	-0.5	3.795
-0.9	-0.9	-0.3	3.565
-0.9	-0.9	-0.1	3.525
-0.9	-0.9	0.1	3.625
-0.9	-0.9	0.3	3.615
-0.9	-0.9	0.5	3.475
-0.9	-0.9	0.7	3.635
-0.9	-0.9	0.9	3.585
-0.9	-0.7	-0.9	3.575
-0.9	-0.7	-0.7	3.495
-0.9	-0.7	-0.5	3.48
-0.9	-0.7	-0.3	3.57
-0.9	-0.7	-0.1	3.58
-0.9	-0.7	0.1	3.55
-0.9	-0.7	0.3	3.56
-0.9	-0.7	0.5	3.69
-0.9	-0.7	0.7	3.52
-0.9	-0.7	0.9	3.56
-0.9	-0.5	-0.9	3.705
-0.9	-0.5	-0.7	3.53
-0.9	-0.5	-0.5	3.585
-0.9	-0.5	-0.3	3.455
-0.9	-0.5	-0.1	3.475
-0.9	-0.5	0.1	3.53
-0.9	-0.5	0.3	3.6
-0.9	-0.5	0.5	3.62
-0.9	-0.5	0.7	3.54
-0.9	-0.5	0.9	3.47
-0.9	-0.3	-0.9	3.67
-0.9	-0.3	-0.7	3.66
-0.9	-0.3	-0.5	3.635
-0.9	-0.3	-0.3	3.57
-0.9	-0.3	-0.1	3.65
-0.9	-0.3	0.1	3.615
-0.9	-0.3	0.3	3.4
-0.9	-0.3	0.5	3.6
-0.9	-0.3	0.7	3.635
-0.9	-0.3	0.9	3.65
-0.9	-0.1	-0.9	3.54
-0.9	-0.1	-0.7	3.57
-0.9	-0.1	-0.5	3.49
-0.9	-0.1	-0.3	3.65
-0.9	-0.1	-0.1	3.615
-0.9	-0.1	0.1	3.655
-0.9	-0.1	0.3	3.52
-0.9	-0.1	0.5	3.58
-0.9	-0.1	0.7	3.595
-0.9	-0.1	0.9	3.645
-0.9	0.1	-0.9	3.6
-0.9	0.1	-0.7	3.73
-0.9	0.1	-0.5	3.465
-0.9	0.1	-0.3	3.48
-0.9	0.1	-0.1	3.5
-0.9	0.1	0.1	3.545
-0.9	0.1	0.3	3.505
-0.9	0.1	0.5	3.615
-0.9	0.1	0.7	3.595
-0.9	0.1	0.9	3.55
-0.9	0.3	-0.9	3.445
-0.9	0.3	-0.7	3.51
-0.9	0.3	-0.5	3.66
-0.9	0.3	-0.3	3.58
-0.9	0.3	-0.1	3.46
-0.9	0.3	0.1	3.605
-0.9	0.3	0.3	3.595
-0.9	0.3	0.5	3.665
-0.9	0.3	0.7	3.765
-0.9	0.3	0.9	3.535
-0.9	0.5	-0.9	3.66
-0.9	0.5	-0.7	3.525
-0.9	0.5	-0.5	3.53
-0.9	0.5	-0.3	3.685
-0.9	0.5	-0.1	3.565
-0.9	0.5	0.1	3.625
-0.9	0.5	0.3	3.56
-0.9	0.5	0.5	3.575
-0.9	0.5	0.7	3.52
-0.9	0.5	0.9	3.46
-0.9	0.7	-0.9	3.635
-0.9	0.7	-0.7	3.58
-0.9	0.7	-0.5	3.6
-0.9	0.7	-0.3	3.63
-0.9	0.7	-0.1	3.67
-0.9	0.7	0.1	3.595
-0.9	0.7	0.3	3.565
-0.9	0.7	0.5	3.56
-0.9	0.7	0.7	3.585
-0.9	0.7	0.9	3.62
-0.9	0.9	-0.9	3.515
-0.9	0.9	-0.7	3.545
-0.9	0.9	-0.5	3.61
-0.9	0.9	-0.3	3.58
-0.9	0.9	-0.1	3.545
-0.9	0.9	0.1	3.475
-0.9	0.9	0.3	3.635
-0.9	0.9	0.5	3.715
-0.9	0.9	0.7	3.59
-0.9	0.9	0.9	3.525
-0.7	-0.9	-0.9	3.6
-0.7	-0.9	-0.7	3.6
-0.7	-0.9	-0.5	3.545
-0.7	-0.9	-0.3	3.64
-0.7	-0.9	-0.1	3.55
-0.7	-0.9	0.1	3.6
-0.7	-0.9	0.3	3.505
-0.7	-0.9	0.5	3.58
-0.7	-0.9	0.7	3.64
-0.7	-0.9	0.9	3.59
-0.7	-0.7	-0.9	3.43
-0.7	-0.7	-0.7	3.615
-0.7	-0.7	-0.5	3.52
-0.7	-0.7	-0.3	3.495
-0.7	-0.7	-0.1	3.64
-0.7	-0.7	0.1	3.67
-0.7	-0.7	0.3	3.475
-0.7	-0.7	0.5	3.665
-0.7	-0.7	0.7	3.57
-0.7	-0.7	0.9	3.64
-0.7	-0.5	-0.9	3.62
-0.7	-0.5	-0.7	3.61
-0.7	-0.5	-0.5	3.495
-0.7	-0.5	-0.3	3.51
-0.7	-0.5	-0.1	3.51
-0.7	-0.5	0.1	3.67
-0.7	-0.5	0.3	3.585
-0.7	-0.5	0.5	3.595
-0.7	-0.5	0.7	3.605
-0.7	-0.5	0.9	3.55
-0.7	-0.3	-0.9	3.575
-0.7	-0.3	-0.7	3.585
-0.7	-0.3	-0.5	3.615
-0.7	-0.3	-0.3	3.675
-0.7	-0.3	-0.1	3.45
-0.7	-0.3	0.1	3.62
-0.7	-0.3	0.3	3.685
-0.7	-0.3	0.5	3.67
-0.7	-0.3	0.7	3.565
-0.7	-0.3	0.9	3.515
-0.7	-0.1	-0.9	3.67
-0.7	-0.1	-0.7	3.625
-0.7	-0.1	-0.5	3.665
-0.7	-0.1	-0.3	3.455
-0.7	-0.1	-0.1	3.535
-0.7	-0.1	0.1	3.555
-0.7	-0.1	0.3	3.495
